doc1,doc2,relations,detail
95,245,3,"['P527', 'P361', 'P361']"
98,245,7,"['P527', 'P361', 'P2670', 'P361', 'P361', 'P361', 'P2670']"
111,245,11,"['P527', 'P361', 'P2670', 'P361', 'P425', 'P361', 'P361', 'P2670', 'P3095', 'P31', 'P279']"
112,245,3,"['P527', 'P361', 'P361']"
139,245,4,"['P527', 'P361', 'P1382', 'P361']"
145,245,3,"['P527', 'P361', 'P361']"
172,245,3,"['P527', 'P361', 'P361']"
196,245,3,"['P527', 'P361', 'P361']"
219,245,3,"['P527', 'P361', 'P361']"
222,245,3,"['P527', 'P361', 'P361']"
280,245,4,"['P527', 'P361', 'P1382', 'P361']"
281,245,4,"['P527', 'P361', 'P1382', 'P361']"
296,245,4,"['P527', 'P361', 'P361', 'P31']"
107,245,1,['P279']
20,245,2,"['P361', 'P2670']"
40,245,2,"['P361', 'P2670']"
115,245,2,"['P361', 'P2670']"
119,245,4,"['P361', 'P2670', 'P361', 'P2670']"
269,245,3,"['P361', 'P1382', 'P2670']"
285,245,2,"['P361', 'P2670']"
16,245,2,"['P2670', 'P361']"
27,245,2,"['P2670', 'P361']"
43,245,2,"['P2670', 'P361']"
94,245,2,"['P2670', 'P361']"
97,245,2,"['P2670', 'P361']"
131,245,2,"['P2670', 'P361']"
209,245,2,"['P2670', 'P361']"
253,245,3,"['P527', 'P1382', 'P279']"
292,245,2,"['P527', 'P279']"
34,245,2,"['P425', 'P3095']"
48,245,2,"['P425', 'P3095']"
61,245,2,"['P425', 'P3095']"
117,245,3,"['P425', 'P1382', 'P3095']"
160,245,3,"['P425', 'P3095', 'P279']"
176,245,2,"['P425', 'P3095']"
241,245,2,"['P425', 'P3095']"
260,245,2,"['P425', 'P3095']"
287,245,3,"['P425', 'P3095', 'P279']"
289,245,2,"['P425', 'P3095']"
294,245,2,"['P425', 'P3095']"
0,245,1,['P1382']
10,245,1,['P1382']
12,245,1,['P1382']
38,245,1,['P1382']
44,245,1,['P1382']
57,245,1,['P1382']
58,245,1,['P1382']
86,245,1,['P1382']
121,245,1,['P1382']
127,245,1,['P1382']
134,245,1,['P1382']
144,245,1,['P1382']
158,245,1,['P1382']
212,245,1,['P1382']
249,245,1,['P1382']
293,245,1,['P1382']
2,245,1,['P1552']
49,245,1,['P1552']
104,245,1,['P1552']
120,245,1,['P1552']
198,245,1,['P1552']
110,245,1,['P31']
174,245,1,['P31']
180,245,1,['P31']
247,245,1,['P31']
251,245,1,['P31']
182,245,1,['P279']
211,245,1,['P279']
246,245,1,['P279']
275,245,1,['P279']
6,246,2,"['P527', 'P361']"
13,246,2,"['P527', 'P361']"
15,246,3,"['P527', 'P279', 'P361']"
19,246,2,"['P527', 'P361']"
41,246,2,"['P527', 'P361']"
46,246,2,"['P527', 'P361']"
55,246,2,"['P527', 'P361']"
56,246,2,"['P527', 'P361']"
89,246,3,"['P527', 'P279', 'P361']"
90,246,2,"['P527', 'P361']"
91,246,2,"['P527', 'P361']"
92,246,2,"['P527', 'P361']"
95,246,2,"['P527', 'P361']"
98,246,2,"['P527', 'P361']"
108,246,2,"['P527', 'P361']"
111,246,2,"['P527', 'P361']"
112,246,2,"['P527', 'P361']"
139,246,2,"['P527', 'P361']"
145,246,2,"['P527', 'P361']"
172,246,2,"['P527', 'P361']"
177,246,3,"['P527', 'P279', 'P361']"
196,246,2,"['P527', 'P361']"
214,246,2,"['P527', 'P361']"
219,246,2,"['P527', 'P361']"
222,246,2,"['P527', 'P361']"
280,246,2,"['P527', 'P361']"
281,246,2,"['P527', 'P361']"
296,246,3,"['P527', 'P279', 'P361']"
2,246,1,['P279']
49,246,1,['P279']
93,246,2,"['P279', 'P279']"
104,246,1,['P279']
120,246,1,['P279']
198,246,1,['P279']
86,246,1,['P279']
121,246,1,['P279']
123,246,1,['P279']
152,246,1,['P279']
239,246,1,['P279']
245,246,1,['P279']
266,246,1,['P279']
17,246,1,['P279']
124,246,1,['P279']
12,247,1,['P361']
15,247,3,"['P361', 'P461', 'P31']"
87,247,1,['P361']
90,247,2,"['P361', 'P461']"
111,247,2,"['P361', 'P461']"
117,247,1,['P361']
174,247,2,"['P361', 'P461']"
180,247,2,"['P361', 'P461']"
97,247,1,['P461']
116,247,1,['P461']
1,247,2,"['P31', 'P279']"
37,247,1,['P31']
48,247,1,['P31']
58,247,2,"['P31', 'P279']"
61,247,1,['P31']
86,247,1,['P31']
91,247,1,['P31']
99,247,1,['P31']
119,247,1,['P31']
121,247,1,['P31']
127,247,2,"['P31', 'P279']"
134,247,1,['P31']
169,247,2,"['P31', 'P279']"
182,247,1,['P31']
193,247,1,['P31']
207,247,1,['P31']
221,247,2,"['P31', 'P279']"
245,247,1,['P31']
249,247,1,['P31']
250,247,1,['P31']
253,247,2,"['P31', 'P279']"
259,247,1,['P31']
260,247,1,['P31']
262,247,1,['P31']
293,247,1,['P31']
103,247,2,"['P279', 'P425']"
212,247,1,['P279']
285,247,1,['P279']
292,247,2,"['P279', 'P279']"
43,247,1,['P279']
77,247,1,['P279']
78,247,1,['P279']
297,247,1,['P279']
55,247,1,['P425']
62,247,1,['P279']
124,247,1,['P279']
129,247,1,['P279']
151,247,1,['P279']
153,247,1,['P279']
277,247,3,"['P279', 'P279', 'P361']"
93,247,1,['P366']
107,247,1,['P366']
98,247,1,['P31']
123,247,2,"['P279', 'P361']"
240,247,2,"['P279', 'P361']"
278,247,2,"['P279', 'P361']"
46,249,1,['P279']
191,249,1,['P279']
8,249,1,['P460']
37,249,1,['P460']
99,249,1,['P460']
103,249,2,"['P460', 'P1382']"
106,249,1,['P460']
108,249,1,['P460']
109,249,1,['P460']
123,249,2,"['P460', 'P180']"
169,249,1,['P460']
175,249,1,['P460']
181,249,1,['P460']
193,249,1,['P460']
207,249,1,['P460']
214,249,1,['P460']
244,249,1,['P460']
254,249,1,['P460']
262,249,2,"['P460', 'P1382']"
288,249,1,['P460']
93,249,2,"['P1382', 'P279']"
177,249,1,['P1382']
245,249,1,['P1382']
286,249,1,['P1382']
240,249,1,['P180']
277,249,1,['P180']
278,249,1,['P180']
107,249,1,['P279']
55,249,1,['P31']
110,249,1,['P31']
111,249,1,['P31']
174,249,1,['P31']
180,249,1,['P31']
247,249,1,['P31']
251,249,1,['P31']
296,249,1,['P31']
123,250,1,['P180']
240,250,1,['P180']
277,250,1,['P180']
278,250,1,['P180']
93,250,2,"['P279', 'P1889']"
107,250,2,"['P279', 'P1889']"
19,250,2,"['P1269', 'P279']"
27,250,3,"['P1269', 'P279', 'P279']"
39,250,2,"['P1269', 'P279']"
91,250,2,"['P1269', 'P279']"
95,250,2,"['P1269', 'P279']"
97,250,3,"['P1269', 'P279', 'P31']"
106,250,3,"['P1269', 'P279', 'P31']"
111,250,4,"['P1269', 'P279', 'P31', 'P31']"
233,250,2,"['P1269', 'P279']"
55,250,1,['P31']
110,250,1,['P31']
174,250,1,['P31']
180,250,1,['P31']
247,250,1,['P31']
251,250,1,['P31']
296,250,1,['P31']
96,250,1,['P31']
99,250,1,['P31']
193,250,1,['P31']
125,250,1,['P31']
127,250,1,['P31']
6,251,2,"['P527', 'P361']"
13,251,2,"['P527', 'P361']"
15,251,3,"['P527', 'P31', 'P361']"
19,251,2,"['P527', 'P361']"
41,251,2,"['P527', 'P361']"
46,251,2,"['P527', 'P361']"
55,251,2,"['P527', 'P361']"
56,251,2,"['P527', 'P361']"
89,251,2,"['P527', 'P361']"
90,251,2,"['P527', 'P361']"
91,251,3,"['P527', 'P31', 'P361']"
92,251,2,"['P527', 'P361']"
95,251,2,"['P527', 'P361']"
98,251,2,"['P527', 'P361']"
108,251,2,"['P527', 'P361']"
111,251,2,"['P527', 'P361']"
112,251,2,"['P527', 'P361']"
139,251,2,"['P527', 'P361']"
145,251,2,"['P527', 'P361']"
172,251,2,"['P527', 'P361']"
177,251,2,"['P527', 'P361']"
196,251,2,"['P527', 'P361']"
214,251,2,"['P527', 'P361']"
219,251,2,"['P527', 'P361']"
222,251,2,"['P527', 'P361']"
280,251,2,"['P527', 'P361']"
281,251,2,"['P527', 'P361']"
296,251,2,"['P527', 'P361']"
1,251,1,['P31']
37,251,1,['P31']
48,251,1,['P31']
58,251,1,['P31']
61,251,1,['P31']
86,251,1,['P31']
99,251,1,['P31']
119,251,1,['P31']
121,251,1,['P31']
127,251,1,['P31']
134,251,1,['P31']
169,251,1,['P31']
182,251,1,['P31']
193,251,1,['P31']
207,251,1,['P31']
221,251,1,['P31']
245,251,1,['P31']
249,251,1,['P31']
250,251,1,['P31']
253,251,1,['P31']
259,251,1,['P31']
260,251,1,['P31']
262,251,1,['P31']
293,251,1,['P31']
6,252,2,"['P527', 'P361']"
13,252,2,"['P527', 'P361']"
15,252,2,"['P527', 'P361']"
19,252,2,"['P527', 'P361']"
41,252,2,"['P527', 'P361']"
46,252,2,"['P527', 'P361']"
55,252,2,"['P527', 'P361']"
56,252,2,"['P527', 'P361']"
89,252,2,"['P527', 'P361']"
90,252,2,"['P527', 'P361']"
91,252,2,"['P527', 'P361']"
92,252,2,"['P527', 'P361']"
95,252,2,"['P527', 'P361']"
98,252,2,"['P527', 'P361']"
108,252,2,"['P527', 'P361']"
111,252,2,"['P527', 'P361']"
112,252,2,"['P527', 'P361']"
139,252,2,"['P527', 'P361']"
145,252,2,"['P527', 'P361']"
172,252,2,"['P527', 'P361']"
177,252,2,"['P527', 'P361']"
196,252,2,"['P527', 'P361']"
214,252,2,"['P527', 'P361']"
219,252,2,"['P527', 'P361']"
222,252,2,"['P527', 'P361']"
280,252,2,"['P527', 'P361']"
281,252,2,"['P527', 'P361']"
296,252,2,"['P527', 'P361']"
46,253,1,['P279']
191,253,1,['P279']
8,253,1,['P460']
37,253,1,['P460']
99,253,1,['P460']
103,253,2,"['P460', 'P1382']"
106,253,1,['P460']
108,253,1,['P460']
109,253,1,['P460']
123,253,4,"['P460', 'P180', 'P279', 'P527']"
169,253,1,['P460']
175,253,1,['P460']
181,253,1,['P460']
193,253,1,['P460']
207,253,1,['P460']
214,253,1,['P460']
244,253,1,['P460']
254,253,1,['P460']
262,253,2,"['P460', 'P1382']"
288,253,1,['P460']
93,253,1,['P1382']
177,253,3,"['P1382', 'P279', 'P527']"
245,253,3,"['P1382', 'P279', 'P527']"
286,253,1,['P1382']
55,253,2,"['P279', 'P31']"
87,253,1,['P279']
247,253,2,"['P279', 'P31']"
240,253,1,['P180']
277,253,1,['P180']
278,253,1,['P180']
26,253,2,"['P279', 'P527']"
134,253,2,"['P279', 'P527']"
151,253,2,"['P279', 'P527']"
158,253,2,"['P279', 'P527']"
268,253,2,"['P279', 'P527']"
293,253,2,"['P279', 'P527']"
110,253,1,['P31']
111,253,1,['P31']
174,253,1,['P31']
180,253,1,['P31']
251,253,1,['P31']
296,253,1,['P31']
46,254,4,"['P279', 'P460', 'P279', 'P31']"
191,254,2,"['P279', 'P279']"
8,254,1,['P460']
37,254,3,"['P460', 'P460', 'P460']"
99,254,2,"['P460', 'P460']"
103,254,3,"['P460', 'P460', 'P460']"
106,254,2,"['P460', 'P460']"
108,254,2,"['P460', 'P460']"
109,254,2,"['P460', 'P460']"
123,254,4,"['P460', 'P460', 'P279', 'P361']"
169,254,2,"['P460', 'P460']"
175,254,1,['P460']
181,254,2,"['P460', 'P460']"
193,254,2,"['P460', 'P460']"
207,254,3,"['P460', 'P460', 'P460']"
214,254,1,['P460']
244,254,1,['P460']
254,254,2,"['P460', 'P460']"
262,254,3,"['P460', 'P460', 'P460']"
288,254,2,"['P460', 'P460']"
0,254,1,['P460']
1,254,1,['P460']
5,254,1,['P460']
6,254,1,['P460']
14,254,1,['P460']
24,254,1,['P460']
26,254,1,['P460']
34,254,1,['P460']
39,254,1,['P460']
41,254,2,"['P460', 'P460']"
43,254,1,['P460']
48,254,1,['P460']
55,254,1,['P460']
56,254,1,['P460']
57,254,1,['P460']
58,254,1,['P460']
61,254,1,['P460']
62,254,1,['P460']
74,254,1,['P460']
78,254,1,['P460']
86,254,1,['P460']
89,254,1,['P460']
93,254,2,"['P460', 'P460']"
96,254,2,"['P460', 'P460']"
100,254,2,"['P460', 'P460']"
117,254,2,"['P460', 'P279']"
118,254,1,['P460']
119,254,3,"['P460', 'P460', 'P31']"
121,254,1,['P460']
122,254,1,['P460']
124,254,1,['P460']
125,254,1,['P460']
127,254,1,['P460']
132,254,3,"['P460', 'P460', 'P279']"
134,254,1,['P460']
139,254,1,['P460']
144,254,1,['P460']
145,254,1,['P460']
147,254,1,['P460']
148,254,1,['P460']
152,254,1,['P460']
154,254,1,['P460']
155,254,1,['P460']
157,254,1,['P460']
170,254,2,"['P460', 'P460']"
177,254,1,['P460']
178,254,1,['P460']
198,254,1,['P460']
206,254,1,['P460']
209,254,1,['P460']
212,254,1,['P460']
213,254,1,['P460']
221,254,1,['P460']
222,254,1,['P460']
224,254,1,['P460']
233,254,1,['P460']
241,254,1,['P460']
245,254,2,"['P460', 'P460']"
249,254,1,['P460']
253,254,1,['P460']
259,254,1,['P460']
264,254,1,['P460']
266,254,1,['P460']
267,254,1,['P460']
269,254,1,['P460']
273,254,1,['P460']
283,254,1,['P460']
286,254,2,"['P460', 'P460']"
289,254,1,['P460']
294,254,1,['P460']
296,254,1,['P460']
94,254,1,['P279']
114,254,1,['P279']
126,254,1,['P279']
240,254,2,"['P279', 'P361']"
277,254,2,"['P279', 'P361']"
278,254,2,"['P279', 'P361']"
6,255,2,"['P527', 'P361']"
13,255,2,"['P527', 'P361']"
15,255,2,"['P527', 'P361']"
19,255,2,"['P527', 'P361']"
41,255,2,"['P527', 'P361']"
46,255,2,"['P527', 'P361']"
55,255,2,"['P527', 'P361']"
56,255,2,"['P527', 'P361']"
89,255,2,"['P527', 'P361']"
90,255,2,"['P527', 'P361']"
91,255,2,"['P527', 'P361']"
92,255,2,"['P527', 'P361']"
95,255,2,"['P527', 'P361']"
98,255,2,"['P527', 'P361']"
108,255,2,"['P527', 'P361']"
111,255,2,"['P527', 'P361']"
112,255,2,"['P527', 'P361']"
139,255,2,"['P527', 'P361']"
145,255,2,"['P527', 'P361']"
172,255,2,"['P527', 'P361']"
177,255,2,"['P527', 'P361']"
196,255,2,"['P527', 'P361']"
214,255,2,"['P527', 'P361']"
219,255,2,"['P527', 'P361']"
222,255,2,"['P527', 'P361']"
280,255,2,"['P527', 'P361']"
281,255,2,"['P527', 'P361']"
296,255,2,"['P527', 'P361']"
119,256,1,['P31']
6,258,2,"['P527', 'P361']"
13,258,2,"['P527', 'P361']"
15,258,2,"['P527', 'P361']"
19,258,2,"['P527', 'P361']"
41,258,2,"['P527', 'P361']"
46,258,2,"['P527', 'P361']"
55,258,2,"['P527', 'P361']"
56,258,2,"['P527', 'P361']"
89,258,3,"['P527', 'P527', 'P361']"
90,258,4,"['P527', 'P1889', 'P1382', 'P361']"
91,258,2,"['P527', 'P361']"
92,258,2,"['P527', 'P361']"
95,258,2,"['P527', 'P361']"
98,258,4,"['P527', 'P1889', 'P1382', 'P361']"
108,258,2,"['P527', 'P361']"
111,258,3,"['P527', 'P527', 'P361']"
112,258,2,"['P527', 'P361']"
139,258,2,"['P527', 'P361']"
145,258,2,"['P527', 'P361']"
172,258,2,"['P527', 'P361']"
177,258,2,"['P527', 'P361']"
196,258,2,"['P527', 'P361']"
214,258,2,"['P527', 'P361']"
219,258,2,"['P527', 'P361']"
222,258,2,"['P527', 'P361']"
280,258,2,"['P527', 'P361']"
281,258,2,"['P527', 'P361']"
296,258,2,"['P527', 'P361']"
84,258,2,"['P1889', 'P1382']"
24,258,1,['P527']
39,258,1,['P527']
94,258,1,['P527']
117,258,1,['P527']
123,258,2,"['P279', 'P361']"
240,258,2,"['P279', 'P361']"
277,258,2,"['P279', 'P361']"
278,258,2,"['P279', 'P361']"
46,259,1,['P279']
191,259,1,['P279']
8,259,1,['P460']
37,259,1,['P460']
99,259,1,['P460']
103,259,1,['P460']
106,259,1,['P460']
108,259,1,['P460']
109,259,1,['P460']
123,259,2,"['P460', 'P180']"
169,259,1,['P460']
175,259,1,['P460']
181,259,1,['P460']
193,259,1,['P460']
207,259,1,['P460']
214,259,1,['P460']
244,259,1,['P460']
254,259,1,['P460']
262,259,1,['P460']
288,259,1,['P460']
240,259,1,['P180']
277,259,1,['P180']
278,259,1,['P180']
55,259,1,['P31']
110,259,1,['P31']
111,259,1,['P31']
174,259,1,['P31']
180,259,1,['P31']
247,259,1,['P31']
251,259,1,['P31']
296,259,1,['P31']
12,260,1,['P361']
15,260,3,"['P361', 'P527', 'P361']"
87,260,1,['P361']
90,260,3,"['P361', 'P527', 'P361']"
111,260,4,"['P361', 'P527', 'P361', 'P31']"
117,260,1,['P361']
174,260,2,"['P361', 'P31']"
180,260,2,"['P361', 'P31']"
123,260,1,['P180']
240,260,1,['P180']
277,260,2,"['P180', 'P279']"
278,260,1,['P180']
6,260,2,"['P527', 'P361']"
13,260,2,"['P527', 'P361']"
19,260,2,"['P527', 'P361']"
41,260,2,"['P527', 'P361']"
46,260,2,"['P527', 'P361']"
55,260,3,"['P527', 'P361', 'P31']"
56,260,2,"['P527', 'P361']"
89,260,2,"['P527', 'P361']"
91,260,2,"['P527', 'P361']"
92,260,3,"['P527', 'P361', 'P279']"
95,260,2,"['P527', 'P361']"
98,260,2,"['P527', 'P361']"
108,260,2,"['P527', 'P361']"
112,260,2,"['P527', 'P361']"
139,260,2,"['P527', 'P361']"
145,260,2,"['P527', 'P361']"
172,260,2,"['P527', 'P361']"
177,260,4,"['P527', 'P3095', 'P361', 'P425']"
196,260,2,"['P527', 'P361']"
214,260,2,"['P527', 'P361']"
219,260,2,"['P527', 'P361']"
222,260,2,"['P527', 'P361']"
280,260,2,"['P527', 'P361']"
281,260,2,"['P527', 'P361']"
296,260,3,"['P527', 'P361', 'P31']"
58,260,1,['P279']
62,260,1,['P279']
124,260,1,['P279']
129,260,1,['P279']
151,260,1,['P279']
153,260,1,['P279']
169,260,1,['P279']
292,260,1,['P279']
93,260,2,"['P3095', 'P425']"
103,260,2,"['P3095', 'P425']"
245,260,2,"['P3095', 'P425']"
262,260,2,"['P3095', 'P425']"
286,260,2,"['P3095', 'P425']"
110,260,1,['P31']
247,260,1,['P31']
251,260,1,['P31']
46,262,7,"['P279', 'P527', 'P460', 'P279', 'P1269', 'P361', 'P31']"
191,262,3,"['P279', 'P279', 'P1269']"
8,262,1,['P460']
37,262,3,"['P460', 'P460', 'P460']"
99,262,4,"['P460', 'P460', 'P425', 'P3095']"
103,262,7,"['P460', 'P1382', 'P460', 'P460', 'P3095', 'P1382', 'P425']"
106,262,3,"['P460', 'P460', 'P279']"
108,262,4,"['P460', 'P527', 'P460', 'P361']"
109,262,2,"['P460', 'P460']"
123,262,6,"['P460', 'P180', 'P460', 'P279', 'P1382', 'P527']"
169,262,3,"['P460', 'P460', 'P279']"
175,262,3,"['P460', 'P425', 'P3095']"
181,262,2,"['P460', 'P460']"
193,262,4,"['P460', 'P460', 'P425', 'P3095']"
207,262,6,"['P460', 'P460', 'P460', 'P425', 'P1382', 'P3095']"
214,262,3,"['P460', 'P527', 'P361']"
244,262,1,['P460']
254,262,2,"['P460', 'P460']"
262,262,9,"['P460', 'P1382', 'P460', 'P460', 'P3095', 'P425', 'P1382', 'P3095', 'P425']"
288,262,3,"['P460', 'P460', 'P1382']"
93,262,6,"['P1382', 'P279', 'P460', 'P460', 'P3095', 'P425']"
177,262,9,"['P1382', 'P527', 'P460', 'P3095', 'P279', 'P1382', 'P361', 'P527', 'P425']"
245,262,8,"['P1382', 'P460', 'P460', 'P3095', 'P279', 'P1382', 'P527', 'P425']"
286,262,7,"['P1382', 'P460', 'P460', 'P3095', 'P425', 'P3095', 'P425']"
12,262,2,"['P361', 'P1382']"
15,262,3,"['P361', 'P527', 'P361']"
87,262,2,"['P361', 'P279']"
90,262,5,"['P361', 'P527', 'P425', 'P361', 'P3095']"
111,262,7,"['P361', 'P527', 'P425', 'P279', 'P361', 'P3095', 'P31']"
117,262,6,"['P361', 'P460', 'P425', 'P1382', 'P3095', 'P279']"
174,262,2,"['P361', 'P31']"
180,262,2,"['P361', 'P31']"
240,262,1,['P180']
277,262,2,"['P180', 'P279']"
278,262,1,['P180']
6,262,3,"['P527', 'P460', 'P361']"
13,262,2,"['P527', 'P361']"
19,262,2,"['P527', 'P361']"
41,262,6,"['P527', 'P460', 'P460', 'P425', 'P361', 'P3095']"
55,262,4,"['P527', 'P460', 'P361', 'P31']"
56,262,3,"['P527', 'P460', 'P361']"
89,262,3,"['P527', 'P460', 'P361']"
91,262,2,"['P527', 'P361']"
92,262,4,"['P527', 'P279', 'P361', 'P279']"
95,262,2,"['P527', 'P361']"
98,262,2,"['P527', 'P361']"
112,262,2,"['P527', 'P361']"
139,262,4,"['P527', 'P460', 'P1382', 'P361']"
145,262,3,"['P527', 'P460', 'P361']"
172,262,2,"['P527', 'P361']"
196,262,2,"['P527', 'P361']"
219,262,2,"['P527', 'P361']"
222,262,3,"['P527', 'P460', 'P361']"
280,262,3,"['P527', 'P1382', 'P361']"
281,262,3,"['P527', 'P1382', 'P361']"
296,262,4,"['P527', 'P460', 'P361', 'P31']"
107,262,1,['P279']
0,262,2,"['P460', 'P1382']"
1,262,1,['P460']
5,262,1,['P460']
14,262,1,['P460']
24,262,1,['P460']
26,262,3,"['P460', 'P279', 'P527']"
34,262,3,"['P460', 'P425', 'P3095']"
39,262,1,['P460']
43,262,1,['P460']
48,262,3,"['P460', 'P425', 'P3095']"
57,262,2,"['P460', 'P1382']"
58,262,3,"['P460', 'P279', 'P1382']"
61,262,3,"['P460', 'P425', 'P3095']"
62,262,2,"['P460', 'P279']"
74,262,1,['P460']
78,262,1,['P460']
86,262,2,"['P460', 'P1382']"
96,262,2,"['P460', 'P460']"
100,262,2,"['P460', 'P460']"
118,262,1,['P460']
119,262,3,"['P460', 'P460', 'P31']"
121,262,2,"['P460', 'P1382']"
122,262,1,['P460']
124,262,2,"['P460', 'P279']"
125,262,1,['P460']
127,262,2,"['P460', 'P1382']"
132,262,3,"['P460', 'P460', 'P279']"
134,262,4,"['P460', 'P279', 'P1382', 'P527']"
144,262,2,"['P460', 'P1382']"
147,262,1,['P460']
148,262,1,['P460']
152,262,1,['P460']
154,262,1,['P460']
155,262,1,['P460']
157,262,1,['P460']
170,262,2,"['P460', 'P460']"
178,262,1,['P460']
198,262,1,['P460']
206,262,1,['P460']
209,262,1,['P460']
212,262,2,"['P460', 'P1382']"
213,262,1,['P460']
221,262,1,['P460']
224,262,1,['P460']
233,262,1,['P460']
241,262,4,"['P460', 'P425', 'P3095', 'P279']"
249,262,2,"['P460', 'P1382']"
253,262,2,"['P460', 'P1382']"
259,262,1,['P460']
264,262,1,['P460']
266,262,1,['P460']
267,262,1,['P460']
269,262,2,"['P460', 'P1382']"
273,262,1,['P460']
283,262,1,['P460']
289,262,3,"['P460', 'P425', 'P3095']"
294,262,3,"['P460', 'P425', 'P3095']"
129,262,1,['P279']
151,262,3,"['P279', 'P279', 'P527']"
153,262,1,['P279']
292,262,1,['P279']
160,262,2,"['P425', 'P3095']"
176,262,2,"['P425', 'P3095']"
260,262,2,"['P425', 'P3095']"
287,262,2,"['P425', 'P3095']"
226,262,1,['P279']
158,262,3,"['P279', 'P1382', 'P527']"
268,262,2,"['P279', 'P527']"
293,262,3,"['P279', 'P1382', 'P527']"
10,262,1,['P1382']
38,262,1,['P1382']
44,262,1,['P1382']
110,262,1,['P31']
247,262,1,['P31']
251,262,1,['P31']
94,262,1,['P279']
114,262,1,['P279']
126,262,1,['P279']
46,264,1,['P279']
191,264,1,['P279']
8,264,1,['P460']
37,264,1,['P460']
99,264,1,['P460']
103,264,1,['P460']
106,264,1,['P460']
108,264,1,['P460']
109,264,1,['P460']
123,264,1,['P460']
169,264,1,['P460']
175,264,1,['P460']
181,264,1,['P460']
193,264,1,['P460']
207,264,1,['P460']
214,264,1,['P460']
244,264,1,['P460']
254,264,1,['P460']
262,264,1,['P460']
288,264,1,['P460']
46,266,1,['P279']
191,266,1,['P279']
8,266,1,['P460']
37,266,1,['P460']
99,266,1,['P460']
103,266,1,['P460']
106,266,1,['P460']
108,266,1,['P460']
109,266,1,['P460']
123,266,1,['P460']
169,266,1,['P460']
175,266,2,"['P460', 'P279']"
181,266,2,"['P460', 'P279']"
193,266,1,['P460']
207,266,1,['P460']
214,266,1,['P460']
244,266,1,['P460']
254,266,1,['P460']
262,266,1,['P460']
288,266,1,['P460']
179,266,1,['P279']
93,266,1,['P279']
107,266,1,['P279']
43,266,1,['P186']
56,266,1,['P186']
89,266,1,['P186']
92,266,1,['P186']
94,266,1,['P186']
98,266,1,['P186']
114,266,1,['P186']
174,266,1,['P186']
180,266,1,['P186']
111,266,1,['P279']
160,266,1,['P279']
182,266,1,['P279']
211,266,1,['P279']
246,266,1,['P279']
275,266,1,['P279']
287,266,1,['P279']
46,267,2,"['P279', 'P1269']"
191,267,2,"['P279', 'P1269']"
8,267,1,['P460']
37,267,1,['P460']
99,267,1,['P460']
103,267,1,['P460']
106,267,1,['P460']
108,267,1,['P460']
109,267,1,['P460']
123,267,1,['P460']
169,267,1,['P460']
175,267,1,['P460']
181,267,1,['P460']
193,267,1,['P460']
207,267,1,['P460']
214,267,1,['P460']
244,267,1,['P460']
254,267,1,['P460']
262,267,1,['P460']
288,267,1,['P460']
92,267,1,['P361']
142,267,1,['P361']
221,267,1,['P361']
123,268,2,"['P527', 'P279']"
177,268,2,"['P527', 'P279']"
207,268,2,"['P527', 'P279']"
253,268,2,"['P527', 'P279']"
262,268,2,"['P527', 'P279']"
292,268,2,"['P527', 'P279']"
46,269,2,"['P279', 'P361']"
191,269,3,"['P279', 'P2670', 'P361']"
8,269,1,['P460']
37,269,1,['P460']
99,269,1,['P460']
103,269,3,"['P460', 'P1382', 'P425']"
106,269,1,['P460']
108,269,4,"['P460', 'P2670', 'P361', 'P361']"
109,269,1,['P460']
123,269,3,"['P460', 'P2670', 'P361']"
169,269,2,"['P460', 'P279']"
175,269,1,['P460']
181,269,1,['P460']
193,269,1,['P460']
207,269,1,['P460']
214,269,2,"['P460', 'P361']"
244,269,1,['P460']
254,269,1,['P460']
262,269,2,"['P460', 'P1382']"
288,269,1,['P460']
93,269,3,"['P1382', 'P279', 'P366']"
177,269,2,"['P1382', 'P361']"
245,269,3,"['P1382', 'P2670', 'P361']"
286,269,1,['P1382']
107,269,2,"['P279', 'P366']"
12,269,1,['P361']
15,269,2,"['P361', 'P361']"
87,269,1,['P361']
90,269,2,"['P361', 'P361']"
111,269,4,"['P361', 'P2670', 'P361', 'P361']"
117,269,1,['P361']
174,269,1,['P361']
180,269,1,['P361']
16,269,2,"['P2670', 'P361']"
27,269,2,"['P2670', 'P361']"
43,269,2,"['P2670', 'P361']"
92,269,3,"['P2670', 'P361', 'P361']"
94,269,2,"['P2670', 'P361']"
97,269,2,"['P2670', 'P361']"
98,269,3,"['P2670', 'P361', 'P361']"
119,269,2,"['P2670', 'P361']"
131,269,2,"['P2670', 'P361']"
209,269,2,"['P2670', 'P361']"
240,269,2,"['P2670', 'P361']"
6,269,1,['P361']
13,269,1,['P361']
19,269,1,['P361']
41,269,1,['P361']
55,269,2,"['P361', 'P425']"
56,269,1,['P361']
89,269,1,['P361']
91,269,1,['P361']
95,269,1,['P361']
112,269,1,['P361']
139,269,1,['P361']
145,269,1,['P361']
172,269,1,['P361']
196,269,1,['P361']
219,269,1,['P361']
222,269,1,['P361']
280,269,1,['P361']
281,269,1,['P361']
